사업장명,사업장도로명상세주소,법정동주소광역시도코드,법정동주소광역시시군구코드,법정동주소광역시시군구읍면동코드,사업장업종코드,사업장업종코드명,가입자수,당월고지금액,신규취득자수,상실가입자수
주식회사 무지개리본,경상북도 구미시 형곡로,47,190,109,722000,응용 소프트웨어 개발 및 공급업,3,441000,1,2
주식회사 시스피어,서울특별시 강서구 마곡중앙로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,5,2600100,0,0
주식회사 네모네모 (NEMONEMO Corp.),대구광역시 수성구 화랑로,27,260,102,722000,응용 소프트웨어 개발 및 공급업,3,891000,0,0
사단법인 더나일,서울특별시 영등포구 문래로,11,560,121,722000,응용 소프트웨어 개발 및 공급업,3,531000,0,0
주식회사 원더렙스,서울특별시 동대문구 서울시립대로,11,230,104,722000,응용 소프트웨어 개발 및 공급업,3,351000,0,0
주식회사 더드림캠퍼스,경기도 수원시 팔달구 향교로,41,115,125,722000,응용 소프트웨어 개발 및 공급업,4,553500,0,0
주식회사 퍼피띵게임즈,서울특별시 금천구 범안로,11,545,101,722002,모바일 게임 소프트웨어 개발 및 공급업,3,590920,0,0
주식회사 이디유플러스,서울특별시 서초구 동작대로,11,650,101,722000,응용 소프트웨어 개발 및 공급업,4,684000,0,0
스케일엑스(주),대전광역시 유성구 복용동로,30,200,116,722004,시스템 소프트웨어 개발 및 공급업,4,357460,0,0
주식회사 이에이엠,울산광역시 남구 테크노산업로55번길,31,140,103,722000,응용 소프트웨어 개발 및 공급업,7,3156300,1,1
주식회사 팀테트라포드,경기도 고양시 덕양구 용현로,41,281,128,722003,기타 게임 소프트웨어 개발 및 공급업,8,1992760,0,0
（주）비앤씨소프트,서울특별시 강남구 봉은사로,11,680,105,722004,시스템 소프트웨어 개발 및 공급업,3,1206000,0,0
주식회사 아름하이텍,경기도 성남시 중원구 갈마치로288번길,41,133,105,722000,응용 소프트웨어 개발 및 공급업,3,891900,0,1
주식회사 블랙박스,울산광역시 울주군 언양읍 유니스트길,31,710,253,722005,컴퓨터 프로그래밍 서비스업,3,733480,0,0
시스플로우 주식회사,경기도 구리시 갈매중앙로,41,310,101,722005,컴퓨터 프로그래밍 서비스업,4,1368000,0,0
하트스페이스주식회사,서울특별시 강남구 봉은사로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,3,121500,0,0
주식회사 제로원(ZEROONE Inc.),경기도 성남시 수정구 수정로,41,131,101,722000,응용 소프트웨어 개발 및 공급업,4,1296900,2,0
주식회사 네오자익 (Neosaic Co.  Ltd),서울특별시 송파구 송파대로,11,710,108,722003,기타 게임 소프트웨어 개발 및 공급업,4,1288620,0,0
주식회사 차테라피 (CHA THERAPY Inc.),서울특별시 강남구 언주로134길,11,680,108,722000,응용 소프트웨어 개발 및 공급업,4,920880,0,0
주식회사 더앤,광주광역시 북구 첨단연신로,29,170,129,722005,컴퓨터 프로그래밍 서비스업,4,1125000,0,0
주식회사 이어소프트,경기도 용인시 기흥구 강남서로,41,463,102,722005,컴퓨터 프로그래밍 서비스업,4,237600,0,1
주식회사 퍼스트스파크게임즈,경기도 성남시 분당구 대왕판교로644번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,237,126628680,8,6
주식회사픽시스로보틱스,경기도 수원시 영통구 반달로7번길,41,117,105,722000,응용 소프트웨어 개발 및 공급업,4,1057320,0,4
주식회사 루리랩스,경기도 성남시 분당구 대왕판교로,41,135,109,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,3,722520,0,0
유한회사아이스콘,서울특별시 용산구 한남대로40길,11,170,131,722000,응용 소프트웨어 개발 및 공급업,4,292560,0,0
제타로보틱스 주식회사,울산광역시 울주군 범서읍 천상5길,31,710,259,722000,응용 소프트웨어 개발 및 공급업,3,540000,0,0
주식회사 큐팁,서울특별시 금천구 디지털로10길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,5,2331900,0,1
주식회사 에네프,경기도 성남시 분당구 서현로,41,135,105,722000,응용 소프트웨어 개발 및 공급업,3,1026000,0,0
주식회사 몰트,경기도 성남시 분당구 판교역로192번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,3,1243520,1,1
(주) 클레비온,서울특별시 서초구 효령로,11,650,101,722000,응용 소프트웨어 개발 및 공급업,3,947860,1,0
주식회사 시공이엔씨/일용/안산 EOS 대수선공사 중 전기공사,경기도 안산시 단원구 해안로,41,273,107,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,16,6177600,7,9
주식회사 엠티에스티,경기도 군포시 군포첨단산업2로7번길,41,410,103,722004,시스템 소프트웨어 개발 및 공급업,6,2334500,0,0
(주) 위고랩스,서울특별시 영등포구 국제금융로6길,11,560,110,722000,응용 소프트웨어 개발 및 공급업,3,995840,1,0
주식회사 넥스젠에듀,서울특별시 송파구 충민로,11,710,108,722000,응용 소프트웨어 개발 및 공급업,7,486000,0,0
주식회사 한결에스앤씨,경기도 남양주시 진접읍 해밀예당1로,41,360,253,722000,응용 소프트웨어 개발 및 공급업,7,2442400,1,0
주식회사 인사이트노바,세종특별자치시  집현중앙7로,36,110,118,722000,응용 소프트웨어 개발 및 공급업,3,659960,0,0
주식회사 퍼스트밸류,서울특별시 마포구 토정로35길,11,440,105,722000,응용 소프트웨어 개발 및 공급업,9,3344020,2,0
주식회사 위시드,서울특별시 영등포구 의사당대로,11,560,110,642004,포털 및 기타 인터넷 정보 매개 서비스업,5,1160100,0,1
주식회사 이노마루(INNOMARU INC.),전북특별자치도 전주시 덕진구 월방3길,52,113,131,722000,응용 소프트웨어 개발 및 공급업,8,2795580,2,2
(주)블루테라,경상북도 구미시 대학로,47,190,126,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,1068840,0,1
한국공공클라우드연구원 주식회사,서울특별시 강서구 공항대로,11,500,105,722004,시스템 소프트웨어 개발 및 공급업,3,836640,1,0
주식회사 타임트리코리아,서울특별시 강남구 테헤란로2길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,3,1383300,0,0
주식회사수아텍,경기도 고양시 일산동구 견달산로225번길,41,285,101,722000,응용 소프트웨어 개발 및 공급업,7,2000760,0,1
주식회사 동선컴퍼니,경기도 시흥시 시청로,41,390,129,722000,응용 소프트웨어 개발 및 공급업,4,464280,0,0
주식회사 가람아이티,서울특별시 금천구 서부샛길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,8,1635300,0,0
주식회사 우광생,충청남도 천안시 서북구 불당23로,44,133,108,724000,데이터베이스 및 온라인 정보 제공업,3,1157920,0,0
주식회사 에이피크,서울특별시 강남구 언주로133길,11,680,108,722004,시스템 소프트웨어 개발 및 공급업,23,8753880,5,2
두루랩 주식회사,경기도 성남시 분당구 황새울로319번길,41,135,105,722004,시스템 소프트웨어 개발 및 공급업,5,1576680,0,0
(주)스마트네트워크,경기도 안산시 단원구 화랑로,41,273,108,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,5,990000,0,2
에이커로스터스 주식회사(Acre roasters Co. Ltd.),경기도 파주시 광탄면 혜음로,41,480,350,724000,데이터베이스 및 온라인 정보 제공업,4,896560,0,0
주식회사 어픽스인컴,서울특별시 구로구 디지털로26길,11,530,102,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,6,1237500,0,0
주식회사 스와로보,서울특별시 마포구 서강로,11,440,110,722005,컴퓨터 프로그래밍 서비스업,4,2099340,0,0
(주)오픈링크,대구광역시 북구 환성정길,27,230,115,724000,데이터베이스 및 온라인 정보 제공업,4,216000,0,0
주식회사 하이엔드게임즈,강원특별자치도 춘천시 한림대학길,51,110,107,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,3,999000,1,0
주식회사 에이와이제이그룹,서울특별시 금천구 디지털로9길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,4,360000,0,0
위식스 주식회사,서울특별시 마포구 양화로,11,440,120,722000,응용 소프트웨어 개발 및 공급업,4,1573720,2,1
(주)에듀플랜터,서울특별시 구로구 디지털로30길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,4,315240,3,0
주식회사 젯풀,서울특별시 강남구 영동대로,11,680,104,722000,응용 소프트웨어 개발 및 공급업,3,702000,0,0
주식회사 빅파이어게임즈,경기도 성남시 분당구 대왕판교로644번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,175,85335660,8,5
(주)엠제이솔루션,서울특별시 용산구 원효로41길,11,170,117,722000,응용 소프트웨어 개발 및 공급업,3,270000,0,1
메타사피엔스 주식회사,충청남도 아산시 배방읍 북수로,44,200,253,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,26,10020060,0,0
주식회사 탤런트링크,경상북도 경산시 삼풍로,47,290,127,642004,포털 및 기타 인터넷 정보 매개 서비스업,4,923400,2,0
케이제로 주식회사,서울특별시 강남구 논현로79길,11,680,101,722000,응용 소프트웨어 개발 및 공급업,4,1292920,0,0
주식회사 에스덕,대구광역시 북구 대학로,27,230,111,724000,데이터베이스 및 온라인 정보 제공업,6,1039500,1,0
주식회사 디엠디랩스,경기도 고양시 덕양구 통일로,41,281,112,722000,응용 소프트웨어 개발 및 공급업,5,2699360,0,0
주식회사 디스타임랩,경기도 하남시 미사강변한강로,41,450,109,724000,데이터베이스 및 온라인 정보 제공업,3,135000,0,0
주식회사 씨테크랩스,충청북도 청주시 청원구 오창읍 양청4길,43,114,253,722000,응용 소프트웨어 개발 및 공급업,4,598920,0,0
주식회사 썬테크놀로지,전북특별자치도 전주시 덕진구 정언신로,52,113,114,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,5,1904580,1,0
도파민팩토리 주식회사,서울특별시 성동구 연무장13길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,14,5268980,2,1
주식회사 에이치비이노비전,서울특별시 영등포구 선유로,11,560,127,722000,응용 소프트웨어 개발 및 공급업,17,3863400,4,2
주식회사 테크베리,서울특별시 구로구 디지털로31길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,6,1541880,0,0
주식회사펀그로브,서울특별시 송파구 송파대로,11,710,107,722003,기타 게임 소프트웨어 개발 및 공급업,0,0,0,0
(주)봄캣스튜디오,서울특별시 강남구 강남대로110길,11,680,101,722002,모바일 게임 소프트웨어 개발 및 공급업,3,1084760,0,0
주식회사 뉴비전테크,서울특별시 중랑구 동일로,11,260,104,722000,응용 소프트웨어 개발 및 공급업,3,854000,0,0
스테이션레이블인베스트먼트 주식회사,충청남도 서산시 덕지천로,44,210,108,722002,모바일 게임 소프트웨어 개발 및 공급업,3,481500,0,0
주식회사 퍼스널,경기도 부천시 원미구 소향로13번길,41,192,109,724000,데이터베이스 및 온라인 정보 제공업,5,1152000,1,0
쿠도커뮤니케이션(주)/상용/ 교통관제센터 상황판시스템 구매(설치포함),경기도 성남시 분당구 대왕판교로,41,135,112,722000,응용 소프트웨어 개발 및 공급업,15,4579880,0,0
주식회사 알뷔트윈,서울특별시 강남구 강남대로,11,680,108,722000,응용 소프트웨어 개발 및 공급업,3,878940,0,0
주식회사 디자인비랩,서울특별시 강서구 화곡로,11,440,127,722000,응용 소프트웨어 개발 및 공급업,5,1496880,0,0
주식회사 스튜디오렌,서울특별시 강서구 마곡중앙6로,11,500,105,722000,응용 소프트웨어 개발 및 공급업,3,1334880,0,0
플랜잇그린 주식회사,제주특별자치도 제주시 남성로,50,110,105,722000,응용 소프트웨어 개발 및 공급업,3,216000,0,0
주식회사 아이스크림소프트,서울특별시 마포구 와우산로,11,440,120,722005,컴퓨터 프로그래밍 서비스업,3,1000700,0,0
주식회사 위어(금천),서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,4,955420,1,1
주식회사 아이온퓨처,서울특별시 송파구 중대로,11,710,107,722000,응용 소프트웨어 개발 및 공급업,36,14111900,1,0
(주)뉴로닉스,전라남도 무안군 삼향읍 남악4로82번길,46,840,256,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,13,3813560,0,0
경우스카이 주식회사,경기도 파주시 가람로116번길,41,480,122,722004,시스템 소프트웨어 개발 및 공급업,0,0,0,0
주식회사 아이에이클라우드,서울특별시 송파구 송파대로22길,11,710,108,722004,시스템 소프트웨어 개발 및 공급업,30,13551380,1,3
주식회사 유나이티드게임즈,경기도 성남시 분당구 분당내곡로,41,135,110,722003,기타 게임 소프트웨어 개발 및 공급업,13,7068140,0,0
(주)비젼아이티/상용/연암 자연재해위험개선지구 정비사업 전기자동화공사,충청남도 공주시 우성면 심산길,44,150,380,722004,시스템 소프트웨어 개발 및 공급업,3,672720,0,0
주식회사 링킷,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,781720,0,0
주식회사 로보팜,충청남도 천안시 서북구 두정중7길,44,133,104,722004,시스템 소프트웨어 개발 및 공급업,3,234720,2,0
주식회사 피칸소프트,서울특별시 성동구 아차산로,11,200,114,722005,컴퓨터 프로그래밍 서비스업,8,2526020,1,1
주식회사 아일비스,경기도 성남시 중원구 둔촌대로101번길,41,133,101,722000,응용 소프트웨어 개발 및 공급업,6,2494220,0,0
주식회사 도담시스템즈,광주광역시 광산구 월계로,29,200,115,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,4,1113820,0,0
주식회사 조인글로벌,경기도 성남시 중원구 둔촌대로457번길,41,133,105,722000,응용 소프트웨어 개발 및 공급업,7,1992040,3,1
주식회사 메타유닉스,서울특별시 영등포구 양평로21길,11,560,129,722000,응용 소프트웨어 개발 및 공급업,6,1449340,1,0
주식회사 어셈브릭스,서울특별시 금천구 가산디지털2로,11,545,101,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,12,4785100,0,0
휴머너 주식회사(Humaner Inc.),강원특별자치도 춘천시 충혼길52번길,51,110,121,722000,응용 소프트웨어 개발 및 공급업,8,1845980,2,0
주식회사 서버키트,경기도 김포시 김포한강4로420번길,41,570,109,722005,컴퓨터 프로그래밍 서비스업,8,2288480,2,0
(주)하이워킹-연수구 경비 용역,인천광역시 연수구 원인재로,28,185,105,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,8,2382120,1,0
(주)큐온비트,대구광역시 동구 동부로24길,27,140,102,722000,응용 소프트웨어 개발 및 공급업,5,1099800,3,0
주식회사 엔씨에이아이,경기도 성남시 분당구 대왕판교로644번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,189,88043740,2,4
주식회사 브이레코드 (VREORD Co. ltd),인천광역시 연수구 컨벤시아대로,28,185,106,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,5,1061280,0,1
주식회사 위플즈 (weepls Co.  Ltd.),서울특별시 성동구 성수일로8길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,4,1467000,1,0
벗뷰리풀 주식회사,경기도 용인시 기흥구 구갈로60번길,41,463,102,722000,응용 소프트웨어 개발 및 공급업,5,2653200,0,0
에이젠솔루션 주식회사,경기도 안양시 동안구 부림로,41,173,102,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,4,997740,4,0
주식회사 플레스트 (Plest),서울특별시 강동구 올림픽로62길,11,740,108,722004,시스템 소프트웨어 개발 및 공급업,8,2055980,1,0
주식회사 가르침에듀,강원특별자치도 춘천시 시청길,51,110,108,722000,응용 소프트웨어 개발 및 공급업,4,700640,1,2
주식회사 디케솔루션(DIKE SOLUTION),서울특별시 구로구 디지털로30길,11,530,102,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,5,2323980,0,0
주식회사 클러치게이밍,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,1008260,0,0
주식회사 인프라엑스,광주광역시 광산구 평동산단10번로,29,200,155,722000,응용 소프트웨어 개발 및 공급업,6,1714660,0,0
코그니카,경기도 성남시 분당구 운중로,41,135,115,722000,응용 소프트웨어 개발 및 공급업,3,565920,0,0
주식회사 핀모솔루션,경기도 의정부시 태평로,41,150,101,722000,응용 소프트웨어 개발 및 공급업,3,1051380,1,0
주식회사 유수,충청남도 천안시 서북구 봉서산1길,44,133,107,722005,컴퓨터 프로그래밍 서비스업,8,1867500,0,0
(주)어스아이,서울특별시 금천구 가산디지털1로,11,545,101,723000,자료 처리업,10,1091960,0,0
블루그라운드코리아 주식회사,서울특별시 중구 세종대로21길,11,140,103,724000,데이터베이스 및 온라인 정보 제공업,6,2212720,2,1
주식회사 스타폴게임즈,서울특별시 구로구 디지털로31길,11,530,102,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,8,1868320,0,0
(주)우리젠/상용/커넥티드카 소재부품 인증평가센터 건립사업 중 빌딩자동제어장치,,28,260,122,722000,응용 소프트웨어 개발 및 공급업,5,1274380,0,0
주식회사 룰루하이,서울특별시 강남구 테헤란로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,4,1148940,0,0
주식회사 인텔리시아,대전광역시 유성구 테크노4로,30,200,146,722000,응용 소프트웨어 개발 및 공급업,3,641960,0,0
주식회사 이노마인드,전라남도 나주시 중야2길,46,170,134,722000,응용 소프트웨어 개발 및 공급업,5,1774420,0,0
(주)레인보우테크/일용/오크밸리 콘도D 지하주차장 개선공사,강원특별자치도 원주시 지정면 오크밸리1길,51,130,330,722000,응용 소프트웨어 개발 및 공급업,0,0,0,0
(주)인플루디오,서울특별시 마포구 와우산로29길,11,440,120,722000,응용 소프트웨어 개발 및 공급업,5,855700,0,0
주식회사 이웃,경상북도 김천시 혁신6로,47,150,120,722005,컴퓨터 프로그래밍 서비스업,50,13235220,0,0
인테그로 주식회사(Integro Co.  Ltd.),대구광역시 중구 국채보상로,27,110,102,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,1383300,0,0
(주) 이엑스솔루션,서울특별시 금천구 가산디지털1로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,7,2118060,0,0
주식회사 라이즌,서울특별시 마포구 홍익로5길,11,440,120,722000,응용 소프트웨어 개발 및 공급업,10,3333220,1,1
주식회사 알티플랫폼,서울특별시 강남구 논현로,11,680,101,722000,응용 소프트웨어 개발 및 공급업,7,2505480,6,0
(주)링크넷코리아 지점,세종특별자치시  집현중앙7로,36,110,118,722004,시스템 소프트웨어 개발 및 공급업,4,1368620,3,0
주식회사 사달러,서울특별시 강남구 남부순환로,11,680,118,722002,모바일 게임 소프트웨어 개발 및 공급업,6,2385000,3,0
(주)옥토웍스,서울특별시 강서구 마곡동로,11,500,105,729000,기타 정보 기술 및 컴퓨터 운영 관련 서비스업,5,1179000,1,0
주식회사 자온(Jaon Inc.),인천광역시 연수구 인천타워대로,28,185,106,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,644480,1,0
주식회사 스쿱,서울특별시 금천구 디지털로10길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,6,1643820,0,0
(주)예술과기술,서울특별시 금천구 디지털로9길,11,545,101,722000,응용 소프트웨어 개발 및 공급업,8,2691180,4,0
주식회사 밍글,광주광역시 북구 첨단연신로,29,170,129,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,8,2526100,1,0
주식회사 투피트,서울특별시 관악구 호암로,11,620,102,722000,응용 소프트웨어 개발 및 공급업,4,922500,0,0
(주) 밸루스,서울특별시 서초구 신반포로,11,650,107,724000,데이터베이스 및 온라인 정보 제공업,3,752940,0,0
주식회사 지인컴,서울특별시 구로구 디지털로34길,11,530,102,722000,응용 소프트웨어 개발 및 공급업,3,981000,0,0
주식회사 앤빌소프트,서울특별시 금천구 디지털로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,10,3861800,1,0
주식회사 원엑스피 (1XP Inc.),경기도 광명시 일직로,41,210,106,722004,시스템 소프트웨어 개발 및 공급업,3,621000,0,0
주식회사 미디어랩하이디,서울특별시 강남구 도산대로89길,11,680,104,724000,데이터베이스 및 온라인 정보 제공업,4,1030500,0,0
주식회사 썬더캠프,서울특별시 성동구 성수일로10길,11,200,115,722000,응용 소프트웨어 개발 및 공급업,3,1195380,0,0
주식회사 로아이,서울특별시 강남구 테헤란로26길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,6,3028140,2,0
(주)디코나이,서울특별시 구로구 디지털로26길,11,530,102,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,7,2584800,0,0
주식회사 지컴즈,인천광역시 서구 이음대로,28,260,115,722000,응용 소프트웨어 개발 및 공급업,4,515780,0,0
주식회사 알지에스씨,서울특별시 강남구 영동대로,11,680,105,724000,데이터베이스 및 온라인 정보 제공업,3,650960,0,0
주식회사동우지씨에스-(상용)[이천캠퍼스]RC동 Mechanical Lab 이설 공사_Heat Ge,경기도 이천시 부발읍 경충대로,41,500,253,722004,시스템 소프트웨어 개발 및 공급업,3,710460,0,1
주식회사 라운드식스스튜디오,서울특별시 강남구 테헤란로,11,680,105,722000,응용 소프트웨어 개발 및 공급업,9,4699700,0,0
주식회사 스마트솔루션,대전광역시 유성구 테크노1로,30,200,146,722000,응용 소프트웨어 개발 및 공급업,5,1680980,0,0
에딧유포리아,광주광역시 광산구 첨단중앙로68번길,29,200,117,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,10,2024100,0,0
주식회사 에듀윗,대구광역시 북구 대학로,27,230,111,722000,응용 소프트웨어 개발 및 공급업,3,477000,0,0
엑스투이(주),서울특별시 마포구 월드컵북로,11,440,127,722000,응용 소프트웨어 개발 및 공급업,4,827100,0,0
어벤투스모빌리티 주식회사,서울특별시 송파구 중대로,11,710,107,722000,응용 소프트웨어 개발 및 공급업,22,8594220,0,0
(주)그로브엑스,충청남도 천안시 서북구 직산읍 직산로,44,133,256,722000,응용 소프트웨어 개발 및 공급업,3,1016800,0,0
현대무벡스 주식회사/일용/Sartorius Songdo Campus Project Warehouse Automation Solution,,28,185,106,722000,응용 소프트웨어 개발 및 공급업,5,2257620,0,0
주식회사 센싱플러스,경상북도 포항시 남구 지곡로127번길,47,111,115,722000,응용 소프트웨어 개발 및 공급업,14,3877360,1,0
주식회사 리하컴퍼니,서울특별시 송파구 송파대로14길,11,710,108,722000,응용 소프트웨어 개발 및 공급업,4,900000,0,0
주식회사 에어키친,서울특별시 강남구 도산대로,11,680,104,722000,응용 소프트웨어 개발 및 공급업,6,2268520,0,0
에이아이카데미 주식회사,광주광역시 북구 첨단과기로,29,170,141,722000,응용 소프트웨어 개발 및 공급업,0,0,0,0
주식회사 모사재인,서울특별시 강남구 역삼로,11,680,101,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,757800,0,1
루루컴퍼니 주식회사,경기도 고양시 덕양구 향동로,41,281,132,722000,응용 소프트웨어 개발 및 공급업,3,908640,1,0
주식회사 제로,부산광역시 남구 문현금융로,26,290,109,722000,응용 소프트웨어 개발 및 공급업,6,1204460,0,0
주식회사 이프유두잇,경기도 성남시 분당구 대왕판교로,41,135,109,722004,시스템 소프트웨어 개발 및 공급업,4,1558800,0,3
(주) 아크멤버스,서울특별시 강남구 테헤란로39길,11,680,101,724000,데이터베이스 및 온라인 정보 제공업,5,2199860,0,0
주식회사 엔지니어1,서울특별시 마포구 와우산로21길,11,440,120,722002,모바일 게임 소프트웨어 개발 및 공급업,3,1327760,0,0
주식회사 핏크루,서울특별시 강남구 도산대로,11,680,107,724000,데이터베이스 및 온라인 정보 제공업,3,1542600,0,0
주식회사 라이풀소프트,서울특별시 서초구 남부순환로,11,650,108,722000,응용 소프트웨어 개발 및 공급업,7,1914100,1,0
주식회사 제이앤제이정보,경기도 용인시 기흥구 죽전로,41,463,118,722000,응용 소프트웨어 개발 및 공급업,3,462140,0,0
(주)팀씨 벽산지점,서울특별시 구로구 디지털로,11,530,102,724000,데이터베이스 및 온라인 정보 제공업,5,1228400,3,1
주식회사 메디플랜,대구광역시 동구 반야월북로2길,27,140,120,722000,응용 소프트웨어 개발 및 공급업,3,946080,1,0
주식회사 아이지에스지씨앤에스,서울특별시 영등포구 양산로,11,560,127,722005,컴퓨터 프로그래밍 서비스업,7,2240880,0,1
(주)스톤브이 스튜디오 세대유감 제작팀,서울특별시 마포구 월드컵북로48길,11,440,127,722004,시스템 소프트웨어 개발 및 공급업,9,3132000,0,0
(주)부루넷,서울특별시 금천구 벚꽃로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,3,1603800,0,0
주식회사 밀리로그,경기도 성남시 분당구 판교로289번길,41,135,109,722000,응용 소프트웨어 개발 및 공급업,6,882000,2,1
주식회사 아이앤비아이티,서울특별시 노원구 노원로15길,11,350,104,722004,시스템 소프트웨어 개발 및 공급업,5,1623780,2,0
주식회사 퍼슬리,경기도 용인시 기흥구 흥덕1로,41,463,111,724000,데이터베이스 및 온라인 정보 제공업,3,387000,1,0
니무스 주식회사,서울특별시 마포구 양화로,11,440,121,722005,컴퓨터 프로그래밍 서비스업,0,0,0,0
주식회사 빅스솔루션,경기도 양주시 부흥로,41,630,108,722000,응용 소프트웨어 개발 및 공급업,14,4256100,0,2
주식회사 에스엔디랩스,서울특별시 마포구 대흥로24길,11,440,109,722000,응용 소프트웨어 개발 및 공급업,9,4867020,5,0
(주)피시팡,서울특별시 송파구 법원로,11,710,108,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,804220,0,0
텐시스템웍스 주식회사,서울특별시 강남구 영동대로118길,11,680,105,722000,응용 소프트웨어 개발 및 공급업,12,3545620,0,2
주식회사 큐비틱,경기도 화성시 동탄문화센터로,41,590,127,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,3,765000,0,0
지앤에이 주식회사,서울특별시 영등포구 국제금융로6길,11,560,110,722000,응용 소프트웨어 개발 및 공급업,13,3413960,0,0
에그랩스 주식회사,서울특별시 서초구 사임당로8길,11,650,108,722000,응용 소프트웨어 개발 및 공급업,5,2500280,0,0
주식회사 디.엠.아이.씨/상용/본관 4층 중환자실 신설에 따른 통신공사,경기도 안양시 동안구 관평로170번길,41,173,103,721000,컴퓨터 시스템 통합 자문 및 구축 서비스업,7,1932000,0,7
주식회사 노바플레어,경기도 성남시 분당구 판교로,41,135,109,722001,유선 온라인 게임 소프트웨어 개발 및 공급업,4,1682640,1,0
주식회사 여명거리,서울특별시 종로구 창경궁로,11,110,157,722005,컴퓨터 프로그래밍 서비스업,4,765000,0,0
주식회사 피카부랩스,서울특별시 강남구 도산대로19길,11,680,107,722000,응용 소프트웨어 개발 및 공급업,4,754560,0,0
주식회사 배가당,서울특별시 종로구 삼청로9길,11,110,140,724000,데이터베이스 및 온라인 정보 제공업,6,541800,0,1
주식회사 모리,인천광역시 연수구 갯벌로,28,185,106,722000,응용 소프트웨어 개발 및 공급업,8,1091060,1,0
주식회사 크리에이트크루 (CreateCrew Co.  Ltd.),서울특별시 강남구 테헤란로79길,11,680,105,722000,응용 소프트웨어 개발 및 공급업,3,1165400,1,0
주식회사 네오비플,서울특별시 중구 퇴계로,11,140,132,722000,응용 소프트웨어 개발 및 공급업,3,945000,0,0
주식회사 유니폭스,경기도 평택시 팽성읍 본정2길,41,220,250,722000,응용 소프트웨어 개발 및 공급업,4,933280,0,0
주식회사 트윅24,서울특별시 중구 세종대로,11,140,103,642004,포털 및 기타 인터넷 정보 매개 서비스업,8,1815480,0,0
(주)펀웨이브스튜디오,서울특별시 강남구 봉은사로,11,680,108,642004,포털 및 기타 인터넷 정보 매개 서비스업,7,2844900,0,0
주식회사 비아이피,서울특별시 금천구 가산디지털2로,11,545,101,722000,응용 소프트웨어 개발 및 공급업,0,0,0,0
지신,인천광역시 연수구 송도과학로,28,185,106,722000,응용 소프트웨어 개발 및 공급업,3,675000,0,0
주식회사 아르고노트,서울특별시 마포구 마포대로,11,440,104,722004,시스템 소프트웨어 개발 및 공급업,5,1691520,0,0
주식회사 알트웰브 (R12 Inc.),경기도 성남시 분당구 판교공원로2길,41,135,108,642004,포털 및 기타 인터넷 정보 매개 서비스업,7,1839040,4,1
